Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Segment,Country,City,Region,Product_ID,Category,Sub_Category,Product_Name,Sales
1232,IN-2016-132570,31-10-2016,02-11-2016,Second Class,KT-16480,Consumer,India,Delhi,East,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,2.78
1233,IN-2016-132570,31-10-2016,02-11-2016,Second Class,KT-16480,Consumer,India,Delhi,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96
1234,IN-2017-153682,30-05-2017,01-06-2017,First Class,BG-11695,Corporate,India,Delhi,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,839.988
1235,IN-2017-144344,28-10-2017,28-10-2017,Same Day,PG-18820,Consumer,India,Delhi,South,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,47.952
1236,IN-2017-144344,28-10-2017,28-10-2017,Same Day,PG-18820,Consumer,India,Delhi,South,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,37.425
1237,IN-2017-144344,28-10-2017,28-10-2017,Same Day,PG-18820,Consumer,India,Delhi,South,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,63.968
1238,IN-2017-144344,28-10-2017,28-10-2017,Same Day,PG-18820,Consumer,India,Delhi,South,FUR-FU-10003553,Furniture,Furnishings,Howard Miller 13-1/2 Diameter Rosebrook Wall Clock,165.048
1239,IN-2015-127012,11-08-2015,15-08-2015,Standard Class,GM-14680,Consumer,India,Delhi,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35
1240,IN-2015-127012,11-08-2015,15-08-2015,Standard Class,GM-14680,Consumer,India,Delhi,West,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,40.97
1241,IN-2015-127012,11-08-2015,15-08-2015,Standard Class,GM-14680,Consumer,India,Delhi,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96
1242,IN-2017-128727,29-08-2017,04-09-2017,Standard Class,MO-17800,Home Office,India,Delhi,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22
1243,IN-2017-162859,15-02-2017,22-02-2017,Standard Class,PG-18820,Consumer,India,Delhi,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352
1244,IN-2017-162859,15-02-2017,22-02-2017,Standard Class,PG-18820,Consumer,India,Delhi,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72
1245,IN-2018-133641,14-05-2018,21-05-2018,Standard Class,EJ-14155,Consumer,India,Delhi,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,48.69
1246,IN-2015-168494,12-12-2015,14-12-2015,Second Class,NP-18700,Consumer,India,Delhi,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,764.688
1247,IN-2015-168494,12-12-2015,14-12-2015,Second Class,NP-18700,Consumer,India,Delhi,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,3610.848
1248,IN-2015-168494,12-12-2015,14-12-2015,Second Class,NP-18700,Consumer,India,Delhi,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,254.9745
1249,IN-2018-115602,18-12-2018,24-12-2018,Standard Class,DJ-13630,Consumer,India,Delhi,East,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,38.82
1250,IN-2018-115602,18-12-2018,24-12-2018,Standard Class,DJ-13630,Consumer,India,Delhi,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.938
1251,IN-2018-115602,18-12-2018,24-12-2018,Standard Class,DJ-13630,Consumer,India,Delhi,East,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,1704.56
1252,IN-2018-115602,18-12-2018,24-12-2018,Standard Class,DJ-13630,Consumer,India,Delhi,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,3.2
1253,IN-2016-154956,04-07-2016,09-07-2016,Standard Class,IM-15070,Consumer,India,Delhi,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96
1254,IN-2018-144638,10-03-2018,14-03-2018,Standard Class,MH-18115,Home Office,India,Delhi,East,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.248
1255,IN-2018-144638,10-03-2018,14-03-2018,Standard Class,MH-18115,Home Office,India,Delhi,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,35.91
1256,IN-2018-144638,10-03-2018,14-03-2018,Standard Class,MH-18115,Home Office,India,Delhi,East,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,6.696
1257,IN-2018-144638,10-03-2018,14-03-2018,Standard Class,MH-18115,Home Office,India,Delhi,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,43.872
1258,IN-2017-168620,24-12-2017,28-12-2017,Second Class,RB-19795,Home Office,India,Delhi,South,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,27.882
1259,IN-2017-168620,24-12-2017,28-12-2017,Second Class,RB-19795,Home Office,India,Delhi,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048
1260,IN-2017-168620,24-12-2017,28-12-2017,Second Class,RB-19795,Home Office,India,Delhi,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,255.68
1261,IN-2018-117079,23-10-2018,27-10-2018,Standard Class,JR-15700,Consumer,India,Delhi,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,863.88
1262,IN-2017-144393,28-10-2017,04-11-2017,Standard Class,SM-20950,Corporate,India,Delhi,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3",17.616
1263,IN-2018-105053,07-07-2018,09-07-2018,Second Class,CS-12355,Consumer,India,Delhi,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,17.472
1264,IN-2017-155992,01-10-2017,02-10-2017,First Class,CC-12220,Consumer,India,Delhi,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless�Phone Headset�with In-line Volume - M214C,69.9
1265,IN-2017-155992,01-10-2017,02-10-2017,First Class,CC-12220,Consumer,India,Delhi,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,41.85
1266,IN-2018-110380,02-09-2018,07-09-2018,Standard Class,PF-19225,Consumer,India,Delhi,West,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,6.57
1267,IN-2015-167738,24-12-2015,29-12-2015,Standard Class,JC-16105,Corporate,India,Delhi,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,142.86
1268,IN-2015-167738,24-12-2015,29-12-2015,Standard Class,JC-16105,Corporate,India,Delhi,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Managers Chair, Gray",292.272
1269,IN-2018-121412,23-09-2018,27-09-2018,Standard Class,BG-11695,Corporate,India,Delhi,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,29.328
1270,IN-2018-100426,04-06-2018,08-06-2018,Standard Class,DC-12850,Consumer,India,Delhi,South,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 �� x 11�",12.48
1271,IN-2017-103646,21-04-2017,26-04-2017,Standard Class,SP-20545,Corporate,India,Delhi,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.336
1272,IN-2017-103646,21-04-2017,26-04-2017,Standard Class,SP-20545,Corporate,India,Delhi,Central,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.792
1273,IN-2017-103646,21-04-2017,26-04-2017,Standard Class,SP-20545,Corporate,India,Delhi,Central,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",44.848
1274,IN-2017-119186,26-05-2017,26-05-2017,Same Day,MS-17710,Consumer,India,Delhi,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.368
1275,IN-2017-119186,26-05-2017,26-05-2017,Same Day,MS-17710,Consumer,India,Delhi,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43
1276,IN-2017-119186,26-05-2017,26-05-2017,Same Day,MS-17710,Consumer,India,Delhi,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.352
1277,IN-2017-119186,26-05-2017,26-05-2017,Same Day,MS-17710,Consumer,India,Delhi,Central,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992
1278,IN-2017-148698,02-05-2017,07-05-2017,Standard Class,BD-11770,Consumer,India,Delhi,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352
1279,IN-2015-163293,08-09-2015,11-09-2015,First Class,KC-16255,Corporate,India,Delhi,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,32.97
1280,IN-2015-163293,08-09-2015,11-09-2015,First Class,KC-16255,Corporate,India,Delhi,South,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",83.88
1281,IN-2017-160815,05-09-2017,06-09-2017,First Class,TR-21325,Consumer,India,Delhi,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,278.4
1282,IN-2018-122154,09-04-2018,11-04-2018,First Class,SA-20830,Consumer,India,Delhi,South,OFF-LA-10000121,Office Supplies,Labels,Avery 48,15.12
1283,IN-2018-122154,09-04-2018,11-04-2018,First Class,SA-20830,Consumer,India,Delhi,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,17.43
1284,IN-2018-122154,09-04-2018,11-04-2018,First Class,SA-20830,Consumer,India,Delhi,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,251.64
1285,IN-2016-149692,06-12-2016,12-12-2016,Standard Class,KW-16435,Consumer,India,Delhi,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,2.772
1286,IN-2017-119445,26-06-2017,03-07-2017,Standard Class,GM-14500,Consumer,India,Delhi,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9
1287,IN-2016-124268,04-07-2016,08-07-2016,Standard Class,AD-10180,Home Office,India,Delhi,East,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,15.48
1288,IN-2017-154711,22-11-2017,26-11-2017,Standard Class,TB-21355,Corporate,India,Delhi,East,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88
1289,IN-2017-154711,22-11-2017,26-11-2017,Standard Class,TB-21355,Corporate,India,Delhi,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2 x 11, Executive Red",12.192
1290,IN-2017-154711,22-11-2017,26-11-2017,Standard Class,TB-21355,Corporate,India,Delhi,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,20.82
1291,IN-2017-163384,10-11-2017,12-11-2017,First Class,CC-12430,Home Office,India,Delhi,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1",13.216
1292,IN-2017-163384,10-11-2017,12-11-2017,First Class,CC-12430,Home Office,India,Delhi,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,32.4
1293,IN-2016-101707,27-08-2016,01-09-2016,Standard Class,PF-19165,Consumer,India,Delhi,West,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,32.94
1294,IN-2016-101707,27-08-2016,01-09-2016,Standard Class,PF-19165,Consumer,India,Delhi,West,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,114.2
1295,IN-2016-101707,27-08-2016,01-09-2016,Standard Class,PF-19165,Consumer,India,Delhi,West,OFF-LA-10000134,Office Supplies,Labels,Avery 511,3.08
1296,IN-2016-138898,25-05-2016,29-05-2016,Standard Class,JH-16180,Consumer,India,Delhi,West,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.728
1297,IN-2018-115427,30-12-2018,03-01-2019,Standard Class,EB-13975,Corporate,India,Delhi,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904
1298,IN-2018-115427,30-12-2018,03-01-2019,Standard Class,EB-13975,Corporate,India,Delhi,West,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,20.72
1299,IN-2017-134425,08-12-2017,12-12-2017,Second Class,QJ-19255,Corporate,India,Delhi,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95
1300,IN-2016-121391,04-10-2016,07-10-2016,First Class,AA-10315,Consumer,India,Delhi,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",26.96
1301,IN-2017-137043,23-12-2017,25-12-2017,Second Class,LC-17140,Consumer,India,Delhi,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architects Clamp-On Swing Arm Lamp, Black",572.76
1302,IN-2017-137043,23-12-2017,25-12-2017,Second Class,LC-17140,Consumer,India,Delhi,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architects Clamp-On Swing Arm Lamp, Black",286.38
1303,IN-2016-115847,19-09-2016,24-09-2016,Second Class,TC-21535,Home Office,India,Delhi,South,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96
1304,IN-2018-126179,03-07-2018,07-07-2018,Standard Class,CS-12460,Consumer,India,Delhi,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99
1305,IN-2018-126179,03-07-2018,07-07-2018,Standard Class,CS-12460,Consumer,India,Delhi,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97
1306,IN-2017-101966,14-07-2017,16-07-2017,Second Class,BM-11785,Consumer,India,Delhi,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth�Headset�with,419.944
1307,IN-2017-141397,20-06-2017,21-06-2017,First Class,RC-19825,Consumer,India,Delhi,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,46.76
1308,IN-2017-141397,20-06-2017,21-06-2017,First Class,RC-19825,Consumer,India,Delhi,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,17.712
1309,IN-2017-141397,20-06-2017,21-06-2017,First Class,RC-19825,Consumer,India,Delhi,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,21.78
1310,IN-2017-141397,20-06-2017,21-06-2017,First Class,RC-19825,Consumer,India,Delhi,West,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94
1311,IN-2017-141397,20-06-2017,21-06-2017,First Class,RC-19825,Consumer,India,Delhi,West,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,161.568
1312,IN-2017-141082,09-12-2017,13-12-2017,Standard Class,FM-14380,Consumer,India,Delhi,East,OFF-LA-10001404,Office Supplies,Labels,Avery 517,3.69
1313,IN-2017-141082,09-12-2017,13-12-2017,Standard Class,FM-14380,Consumer,India,Delhi,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,122.12
1314,IN-2017-134488,24-09-2017,01-10-2017,Standard Class,PK-19075,Consumer,India,Delhi,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,155.372
1315,IN-2017-145919,18-12-2017,23-12-2017,Standard Class,HG-14965,Corporate,India,Delhi,West,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2 x 11, Ream",38.88
1316,IN-2017-145919,18-12-2017,23-12-2017,Standard Class,HG-14965,Corporate,India,Delhi,West,FUR-FU-10004960,Furniture,Furnishings,Seth Thomas 12 Clock w/ Goldtone Case,183.84
1317,IN-2017-145919,18-12-2017,23-12-2017,Standard Class,HG-14965,Corporate,India,Delhi,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,579.3
1318,IN-2018-157651,10-12-2018,14-12-2018,Standard Class,HA-14920,Consumer,India,Delhi,East,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,14.2
1319,IN-2015-160773,01-07-2015,05-07-2015,Standard Class,LW-16825,Corporate,India,Delhi,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92
1320,IN-2015-160773,01-07-2015,05-07-2015,Standard Class,LW-16825,Corporate,India,Delhi,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,5.184
1321,IN-2018-167703,03-02-2018,08-02-2018,Standard Class,MC-17575,Consumer,India,Delhi,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,5.229
1322,IN-2018-167703,03-02-2018,08-02-2018,Standard Class,MC-17575,Consumer,India,Delhi,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",285.552
1323,IN-2018-121804,03-03-2018,08-03-2018,Standard Class,LP-17095,Consumer,India,Delhi,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,72.8
1324,IN-2018-162635,09-10-2018,10-10-2018,First Class,EB-14170,Consumer,India,Delhi,South,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,10.816
1325,IN-2015-107153,28-09-2015,03-10-2015,Standard Class,GZ-14545,Corporate,India,Delhi,East,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",46.26
1326,IN-2015-117058,27-05-2015,30-05-2015,First Class,LE-16810,Consumer,India,Delhi,Central,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,17.46
1327,IN-2016-120439,14-06-2016,18-06-2016,Standard Class,AD-10180,Home Office,India,Delhi,East,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",51.072
1328,IN-2017-128258,30-03-2017,01-04-2017,First Class,CP-12085,Corporate,India,Delhi,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,11.34
1329,IN-2018-106033,15-10-2018,18-10-2018,Second Class,FG-14260,Home Office,India,Delhi,West,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92
1330,IN-2017-142762,23-05-2017,27-05-2017,Standard Class,LD-17005,Consumer,India,Delhi,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",37.05
1331,IN-2018-127705,02-06-2018,06-06-2018,Standard Class,AB-10255,Home Office,India,Delhi,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2.97
1332,IN-2018-127705,02-06-2018,06-06-2018,Standard Class,AB-10255,Home Office,India,Delhi,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44
1333,IN-2015-122567,16-02-2015,21-02-2015,Standard Class,MN-17935,Consumer,India,Delhi,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08
1334,IN-2015-122567,16-02-2015,21-02-2015,Standard Class,MN-17935,Consumer,India,Delhi,Central,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",7.96
1335,IN-2015-121664,06-05-2015,10-05-2015,Standard Class,HP-14815,Home Office,India,Delhi,West,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,140.736
1336,IN-2017-122133,16-05-2017,23-05-2017,Standard Class,JR-15670,Consumer,India,Delhi,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",552.56
1337,IN-2018-123281,02-04-2018,07-04-2018,Standard Class,JF-15190,Consumer,India,Delhi,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11
1338,IN-2018-100524,31-03-2018,02-04-2018,Second Class,CM-12115,Consumer,India,Delhi,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,29.78
1339,IN-2018-100524,31-03-2018,02-04-2018,Second Class,CM-12115,Consumer,India,Delhi,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58
1340,IN-2018-100524,31-03-2018,02-04-2018,Second Class,CM-12115,Consumer,India,Delhi,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",75.04
1341,IN-2018-113481,02-01-2018,04-01-2018,First Class,AS-10045,Corporate,India,Delhi,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7
1342,IN-2018-113481,02-01-2018,04-01-2018,First Class,AS-10045,Corporate,India,Delhi,South,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2 Diskette Storage Pages, 10/Pack",15.66
1343,IN-2018-113481,02-01-2018,04-01-2018,First Class,AS-10045,Corporate,India,Delhi,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,28.854
1344,IN-2016-131758,28-05-2016,01-06-2016,Standard Class,KB-16315,Consumer,India,Delhi,East,OFF-AR-10000411,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,47.82
1345,IN-2016-131758,28-05-2016,01-06-2016,Standard Class,KB-16315,Consumer,India,Delhi,East,OFF-LA-10000262,Office Supplies,Labels,Avery 494,13.05
1346,IN-2015-118339,17-03-2015,24-03-2015,Standard Class,BN-11515,Consumer,India,Delhi,Central,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,93.78
1347,IN-2015-118339,17-03-2015,24-03-2015,Standard Class,BN-11515,Consumer,India,Delhi,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8� x 11�",47.18
1348,IN-2015-118339,17-03-2015,24-03-2015,Standard Class,BN-11515,Consumer,India,Delhi,Central,OFF-AR-10003829,Office Supplies,Art,Newell 35,19.68
1349,IN-2015-118339,17-03-2015,24-03-2015,Standard Class,BN-11515,Consumer,India,Delhi,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,53.4
1350,IN-2015-118339,17-03-2015,24-03-2015,Standard Class,BN-11515,Consumer,India,Delhi,Central,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88
1351,IN-2015-153976,03-10-2015,08-10-2015,Second Class,BP-11290,Consumer,India,Delhi,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",258.279
1352,IN-2017-162901,28-03-2017,31-03-2017,First Class,AS-10045,Corporate,India,Delhi,South,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,31.4
1353,IN-2018-162978,04-05-2018,09-05-2018,Standard Class,LW-16990,Corporate,India,Delhi,West,TEC-PH-10003092,Technology,Phones,Motorola L804,183.96
1354,IN-2018-162978,04-05-2018,09-05-2018,Standard Class,LW-16990,Corporate,India,Delhi,West,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,17.61
1355,IN-2018-162978,04-05-2018,09-05-2018,Standard Class,LW-16990,Corporate,India,Delhi,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.904
1356,IN-2015-160444,05-07-2015,05-07-2015,Same Day,DC-12850,Consumer,India,Delhi,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",220.776
1357,IN-2015-160444,05-07-2015,05-07-2015,Same Day,DC-12850,Consumer,India,Delhi,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,281.424
1358,IN-2017-145247,05-05-2017,07-05-2017,First Class,ND-18370,Consumer,India,Delhi,South,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,79.14
1359,IN-2018-160045,26-04-2018,27-04-2018,First Class,LB-16735,Consumer,India,Delhi,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.988
1360,IN-2015-151925,26-09-2015,01-10-2015,Second Class,KT-16465,Consumer,India,Delhi,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",145.568
1361,IN-2018-125199,19-10-2018,25-10-2018,Standard Class,HM-14860,Corporate,India,Delhi,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,123.256
1362,IN-2018-125199,19-10-2018,25-10-2018,Standard Class,HM-14860,Corporate,India,Delhi,East,OFF-PA-10004041,Office Supplies,Paper,"Its Hot Message Books with Stickers, 2 3/4 x 5",23.68
1363,IN-2018-125199,19-10-2018,25-10-2018,Standard Class,HM-14860,Corporate,India,Delhi,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,309.576
1364,IN-2018-155425,10-11-2018,11-11-2018,First Class,AB-10600,Corporate,India,Delhi,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,38.388
1365,IN-2018-155425,10-11-2018,11-11-2018,First Class,AB-10600,Corporate,India,Delhi,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,95.994
1366,IN-2018-155425,10-11-2018,11-11-2018,First Class,AB-10600,Corporate,India,Delhi,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,239.952
1367,IN-2018-155425,10-11-2018,11-11-2018,First Class,AB-10600,Corporate,India,Delhi,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,201.584
1368,IN-2018-155425,10-11-2018,11-11-2018,First Class,AB-10600,Corporate,India,Delhi,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 �Pillow Soft� Series Mid Back Swivel/Tilt Chairs,899.136
1369,IN-2018-133249,08-07-2018,11-07-2018,First Class,SZ-20035,Home Office,India,Delhi,West,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9
1370,IN-2016-103471,24-12-2016,28-12-2016,Standard Class,JR-15670,Consumer,India,Delhi,West,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.058
1371,IN-2016-103471,24-12-2016,28-12-2016,Standard Class,JR-15670,Consumer,India,Delhi,West,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",14.04
1372,IN-2018-136672,07-03-2018,12-03-2018,Standard Class,MG-17890,Home Office,India,Delhi,East,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08
